id,species_id,height,weight,base_experience,order,is_default,name,sprites
424,424,12,203,169,265,1,ambipom,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/ambipom.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/ambipom.gif""}"
425,425,4,12,70,531,1,drifloon,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/drifloon.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/drifloon.gif""}"
426,426,12,150,174,532,1,drifblim,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/drifblim.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/drifblim.gif""}"
427,427,4,55,70,533,1,buneary,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/buneary.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/buneary.gif""}"
428,428,12,333,168,534,1,lopunny,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/lopunny.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/lopunny.gif""}"
429,429,9,44,173,275,1,mismagius,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/mismagius.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/mismagius.gif""}"
430,430,9,273,177,273,1,honchkrow,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/honchkrow.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/honchkrow.gif""}"
431,431,5,39,62,536,1,glameow,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/glameow.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/glameow.gif""}"
432,432,10,438,158,537,1,purugly,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/purugly.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/purugly.gif""}"
433,433,2,6,57,452,1,chingling,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/chingling.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/chingling.gif""}"
434,434,4,192,66,538,1,stunky,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/stunky.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/stunky.gif""}"
435,435,10,380,168,539,1,skuntank,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/skuntank.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/skuntank.gif""}"
436,436,5,605,60,540,1,bronzor,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/bronzor.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/bronzor.gif""}"
437,437,13,1870,175,541,1,bronzong,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/bronzong.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/bronzong.gif""}"
438,438,5,150,58,259,1,bonsly,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/bonsly.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/bonsly.gif""}"
,,,,,,,,
440,440,6,244,110,163,1,happiny,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/happiny.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/happiny.gif""}"
441,441,5,19,144,542,1,chatot,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/chatot.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/chatot.gif""}"
442,442,10,1080,170,543,1,spiritomb,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/spiritomb.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/spiritomb.gif""}"
443,443,7,205,60,544,1,gible,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/gible.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/gible.gif""}"
444,444,14,560,144,545,1,gabite,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/gabite.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/gabite.gif""}"
445,445,19,950,270,546,1,garchomp,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/garchomp.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/garchomp.gif""}"
446,446,6,1050,78,216,1,munchlax,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/munchlax.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/munchlax.gif""}"
447,447,7,202,57,548,1,riolu,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/riolu.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/riolu.gif""}"
448,448,12,540,184,549,1,lucario,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/lucario.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/lucario.gif""}"
449,449,8,495,66,551,1,hippopotas,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/hippopotas.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/hippopotas.gif""}"
450,450,20,3000,184,552,1,hippowdon,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/hippowdon.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/hippowdon.gif""}"
451,451,8,120,66,553,1,skorupi,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/skorupi.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/skorupi.gif""}"
452,452,13,615,175,554,1,drapion,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/drapion.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/drapion.gif""}"
453,453,7,230,60,555,1,croagunk,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/croagunk.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/croagunk.gif""}"
454,454,13,444,172,556,1,toxicroak,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/toxicroak.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/toxicroak.gif""}"
455,455,14,270,159,557,1,carnivine,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/carnivine.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/carnivine.gif""}"
456,456,4,70,66,558,1,finneon,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/finneon.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/finneon.gif""}"
457,457,12,240,161,559,1,lumineon,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/lumineon.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/lumineon.gif""}"
458,458,10,650,69,304,1,mantyke,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/mantyke.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/mantyke.gif""}"
459,459,10,505,67,560,1,snover,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/snover.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/snover.gif""}"
460,460,22,1355,173,561,1,abomasnow,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/abomasnow.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/abomasnow.gif""}"
461,461,11,340,179,292,1,weavile,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/weavile.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/weavile.gif""}"
462,462,12,1800,241,120,1,magnezone,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/magnezone.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/magnezone.gif""}"
463,463,17,1400,180,157,1,lickilicky,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/lickilicky.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/lickilicky.gif""}"
464,464,24,2828,241,162,1,rhyperior,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/rhyperior.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/rhyperior.gif""}"
465,465,20,1286,187,167,1,tangrowth,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/tangrowth.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/tangrowth.gif""}"
466,466,18,1386,243,186,1,electivire,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/electivire.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/electivire.gif""}"
467,467,16,680,243,189,1,magmortar,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/magmortar.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/magmortar.gif""}"
468,468,15,380,245,249,1,togekiss,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/togekiss.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/togekiss.gif""}"
469,469,19,515,180,269,1,yanmega,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/yanmega.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/yanmega.gif""}"
470,470,10,255,184,204,1,leafeon,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/leafeon.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/leafeon.gif""}"
471,471,8,259,184,205,1,glaceon,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/glaceon.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/glaceon.gif""}"
472,472,20,425,179,284,1,gliscor,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/gliscor.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/gliscor.gif""}"
473,473,25,2910,239,299,1,mamoswine,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/mamoswine.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/mamoswine.gif""}"
474,474,9,340,241,209,1,porygon-z,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/porygon-z.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/porygon-z.gif""}"
475,475,16,520,233,360,1,gallade,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/gallade.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/gallade.gif""}"
476,476,14,3400,184,378,1,probopass,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/probopass.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/probopass.gif""}"
477,477,22,1066,236,450,1,dusknoir,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/dusknoir.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/dusknoir.gif""}"
478,478,13,266,168,459,1,froslass,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/froslass.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/froslass.gif""}"
479,479,3,3,154,563,1,rotom,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/rotom.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/rotom.gif""}"
480,480,3,3,261,569,1,uxie,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/uxie.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/uxie.gif""}"
481,481,3,3,261,570,1,mesprit,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/mesprit.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/mesprit.gif""}"
482,482,3,3,261,571,1,azelf,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/azelf.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/azelf.gif""}"
483,483,54,6830,306,572,1,dialga,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/dialga.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/dialga.gif""}"
484,484,42,3360,306,573,1,palkia,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/palkia.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/palkia.gif""}"
485,485,17,4300,270,574,1,heatran,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/heatran.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/heatran.gif""}"
486,486,37,4200,302,575,1,regigigas,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/regigigas.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/regigigas.gif""}"
,,,,,,,,
488,488,15,856,270,578,1,cresselia,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/cresselia.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/cresselia.gif""}"
489,489,4,31,216,579,1,phione,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/phione.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/phione.gif""}"
490,490,3,14,270,580,1,manaphy,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/manaphy.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/manaphy.gif""}"
491,491,15,505,270,581,1,darkrai,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/darkrai.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/darkrai.gif""}"
,,,,,,,,
493,493,32,3200,324,584,1,arceus,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/arceus.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/arceus.gif""}"
494,494,4,40,270,585,1,victini,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/victini.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/victini.gif""}"
495,495,6,81,62,586,1,snivy,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/snivy.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/snivy.gif""}"
496,496,8,160,145,587,1,servine,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/servine.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/servine.gif""}"
497,497,33,630,238,588,1,serperior,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/serperior.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/serperior.gif""}"
498,498,5,99,62,589,1,tepig,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/tepig.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/tepig.gif""}"
499,499,10,555,146,590,1,pignite,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/pignite.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/pignite.gif""}"
500,500,16,1500,238,591,1,emboar,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/emboar.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/emboar.gif""}"
501,501,5,59,62,592,1,oshawott,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/oshawott.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/oshawott.gif""}"
502,502,8,245,145,593,1,dewott,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/dewott.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/dewott.gif""}"
503,503,15,946,238,594,1,samurott,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/samurott.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/samurott.gif""}"
504,504,5,116,51,595,1,patrat,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/patrat.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/patrat.gif""}"
505,505,11,270,147,596,1,watchog,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/watchog.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/watchog.gif""}"
506,506,4,41,55,597,1,lillipup,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/lillipup.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/lillipup.gif""}"
507,507,9,147,130,598,1,herdier,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/herdier.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/herdier.gif""}"
508,508,12,610,225,599,1,stoutland,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/stoutland.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/stoutland.gif""}"
509,509,4,101,56,600,1,purrloin,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/purrloin.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/purrloin.gif""}"
510,510,11,375,156,601,1,liepard,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/liepard.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/liepard.gif""}"
511,511,6,105,63,602,1,pansage,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/pansage.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/pansage.gif""}"
512,512,11,305,174,603,1,simisage,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/simisage.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/simisage.gif""}"
513,513,6,110,63,604,1,pansear,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/pansear.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/pansear.gif""}"
514,514,10,280,174,605,1,simisear,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/simisear.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/simisear.gif""}"
515,515,6,135,63,606,1,panpour,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/panpour.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/panpour.gif""}"
516,516,10,290,174,607,1,simipour,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/simipour.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/simipour.gif""}"
517,517,6,233,58,608,1,munna,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/munna.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/munna.gif""}"
518,518,11,605,170,609,1,musharna,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/musharna.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/musharna.gif""}"
519,519,3,21,53,610,1,pidove,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/pidove.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/pidove.gif""}"
520,520,6,150,125,611,1,tranquill,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/tranquill.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/tranquill.gif""}"
521,521,12,290,220,612,1,unfezant,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/unfezant.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/unfezant.gif""}"
522,522,8,298,59,613,1,blitzle,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/blitzle.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/blitzle.gif""}"
523,523,16,795,174,614,1,zebstrika,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/zebstrika.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/zebstrika.gif""}"
524,524,4,180,56,615,1,roggenrola,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/roggenrola.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/roggenrola.gif""}"
525,525,9,1020,137,616,1,boldore,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/boldore.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/boldore.gif""}"
526,526,17,2600,232,617,1,gigalith,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/gigalith.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/gigalith.gif""}"
527,527,4,21,65,618,1,woobat,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/woobat.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/woobat.gif""}"
528,528,9,105,149,619,1,swoobat,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/swoobat.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/swoobat.gif""}"
529,529,3,85,66,620,1,drilbur,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/drilbur.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/drilbur.gif""}"
530,530,7,404,178,621,1,excadrill,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/excadrill.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/excadrill.gif""}"
531,531,11,310,390,622,1,audino,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/audino.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/audino.gif""}"
532,532,6,125,61,624,1,timburr,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/timburr.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/timburr.gif""}"
533,533,12,400,142,625,1,gurdurr,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/gurdurr.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/gurdurr.gif""}"
534,534,14,870,227,626,1,conkeldurr,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/conkeldurr.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/conkeldurr.gif""}"
535,535,5,45,59,627,1,tympole,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/tympole.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/tympole.gif""}"
536,536,8,170,134,628,1,palpitoad,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/palpitoad.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/palpitoad.gif""}"
537,537,15,620,229,629,1,seismitoad,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/seismitoad.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/seismitoad.gif""}"
538,538,13,555,163,630,1,throh,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/throh.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/throh.gif""}"
539,539,14,510,163,631,1,sawk,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/sawk.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/sawk.gif""}"
540,540,3,25,62,632,1,sewaddle,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/sewaddle.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/sewaddle.gif""}"
541,541,5,73,133,633,1,swadloon,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/swadloon.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/swadloon.gif""}"
542,542,12,205,225,634,1,leavanny,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/leavanny.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/leavanny.gif""}"
543,543,4,53,52,635,1,venipede,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/venipede.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/venipede.gif""}"
544,544,12,585,126,636,1,whirlipede,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/whirlipede.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/whirlipede.gif""}"
545,545,25,2005,218,637,1,scolipede,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/scolipede.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/scolipede.gif""}"
546,546,3,6,56,638,1,cottonee,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/cottonee.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/cottonee.gif""}"
547,547,7,66,168,639,1,whimsicott,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/whimsicott.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/whimsicott.gif""}"
548,548,5,66,56,640,1,petilil,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/petilil.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/petilil.gif""}"
549,549,11,163,168,641,1,lilligant,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/lilligant.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/lilligant.gif""}"
,,,,,,,,
551,551,7,152,58,644,1,sandile,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/sandile.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/sandile.gif""}"
552,552,10,334,123,645,1,krokorok,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/krokorok.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/krokorok.gif""}"
553,553,15,963,234,646,1,krookodile,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/krookodile.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/krookodile.gif""}"
554,554,6,375,63,647,1,darumaka,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/darumaka.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/darumaka.gif""}"
,,,,,,,,
556,556,10,280,161,650,1,maractus,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/maractus.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/maractus.gif""}"
557,557,3,145,65,651,1,dwebble,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/dwebble.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/dwebble.gif""}"
558,558,14,2000,170,652,1,crustle,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/crustle.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/crustle.gif""}"
559,559,6,118,70,653,1,scraggy,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/scraggy.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/scraggy.gif""}"
560,560,11,300,171,654,1,scrafty,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/scrafty.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/scrafty.gif""}"
561,561,14,140,172,655,1,sigilyph,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/sigilyph.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/sigilyph.gif""}"
562,562,5,15,61,656,1,yamask,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/yamask.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/yamask.gif""}"
563,563,17,765,169,657,1,cofagrigus,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/cofagrigus.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/cofagrigus.gif""}"
564,564,7,165,71,658,1,tirtouga,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/tirtouga.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/tirtouga.gif""}"
565,565,12,810,173,659,1,carracosta,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/carracosta.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/carracosta.gif""}"
566,566,5,95,71,660,1,archen,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/archen.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/archen.gif""}"
567,567,14,320,177,661,1,archeops,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/archeops.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/archeops.gif""}"
